ResponseId,Country_Normalized,ConvertedCompYearly,devtype_grouped,WebframeHaveWorkedWith
9396,Ukraine,6600.0,Software Developer,Next.js
9396,Ukraine,6600.0,Software Developer,Node.js
9396,Ukraine,6600.0,Software Developer,React
9398,Switzerland,144842.0,Software Developer,No webframe reported
9399,Spain,19870.0,Software Developer,Next.js
9399,Spain,19870.0,Software Developer,React
9399,Spain,19870.0,Software Developer,Spring Boot
9400,Brazil,69373.0,Software Developer,Next.js
9400,Brazil,69373.0,Software Developer,React
9400,Brazil,69373.0,Software Developer,Spring Boot
9401,Finland,59073.0,Software Developer,No webframe reported
9403,Russia,2801.0,Software Developer,ASP.NET
9403,Russia,2801.0,Software Developer,ASP.NET CORE
9403,Russia,2801.0,Software Developer,jQuery
9403,Russia,2801.0,Software Developer,React
9407,Germany,98814.0,Software Developer,No webframe reported
9411,Canada,90866.0,Software Developer,Express
9411,Canada,90866.0,Software Developer,Gatsby
9411,Canada,90866.0,Software Developer,jQuery
9411,Canada,90866.0,Software Developer,Laravel
9411,Canada,90866.0,Software Developer,NestJS
9411,Canada,90866.0,Software Developer,Node.js
9411,Canada,90866.0,Software Developer,React
9414,Poland,20396.0,Software Developer,Next.js
9414,Poland,20396.0,Software Developer,React
9416,Czech Republic,36485.0,Software Developer,Drupal
9416,Czech Republic,36485.0,Software Developer,jQuery
9416,Czech Republic,36485.0,Software Developer,Symfony
9416,Czech Republic,36485.0,Software Developer,WordPress
9417,Cuba,6000.0,Software Developer,Spring Boot
9420,Sweden,77013.0,Software Developer,Node.js
9420,Sweden,77013.0,Software Developer,React
9421,Brazil,16739.0,Software Developer,No webframe reported
9423,Brazil,47554.0,Software Developer,Vue.js
9424,Sweden,47692.0,Software Developer,No webframe reported
9426,USA,169000.0,Software Developer,Angular
9426,USA,169000.0,Software Developer,AngularJS
9426,USA,169000.0,Software Developer,Gatsby
9426,USA,169000.0,Software Developer,Node.js
9426,USA,169000.0,Software Developer,React
9426,USA,169000.0,Software Developer,Spring Boot
9428,Dominican Republic,50000.0,Management,No webframe reported
9431,USA,97000.0,Software Developer,FastAPI
9432,Nigeria,3987.0,Software Developer,ASP.NET CORE
9432,Nigeria,3987.0,Software Developer,Blazor
9432,Nigeria,3987.0,Software Developer,NestJS
9432,Nigeria,3987.0,Software Developer,Nuxt.js
9432,Nigeria,3987.0,Software Developer,Spring Boot
9432,Nigeria,3987.0,Software Developer,Vue.js
9433,USA,100000.0,Data & AI,Node.js
9437,Iran,23760.0,Software Developer,Express
9437,Iran,23760.0,Software Developer,jQuery
9437,Iran,23760.0,Software Developer,Node.js
9437,Iran,23760.0,Software Developer,Vue.js
9438,Spain,35444.0,Software Developer,No webframe reported
9439,Germany,146072.0,Software Developer,Django
9440,Guatemala,9117.0,Software Developer,ASP.NET CORE
9440,Guatemala,9117.0,Software Developer,WordPress
9441,Ukraine,60000.0,Data & AI,FastAPI
9441,Ukraine,60000.0,Data & AI,Flask
9442,France,46185.0,Software Developer,Laravel
9442,France,46185.0,Software Developer,React
9443,Germany,85925.0,Software Developer,ASP.NET CORE
9445,France,150369.0,Management,Angular
9445,France,150369.0,Management,AngularJS
9445,France,150369.0,Management,Drupal
9445,France,150369.0,Management,Express
9445,France,150369.0,Management,jQuery
9445,France,150369.0,Management,Laravel
9445,France,150369.0,Management,NestJS
9445,France,150369.0,Management,Node.js
9445,France,150369.0,Management,Svelte
9445,France,150369.0,Management,Symfony
9445,France,150369.0,Management,Vue.js
9445,France,150369.0,Management,WordPress
9445,France,150369.0,Management,Yii 2
9448,Italy,32222.0,Software Developer,FastAPI
9448,Italy,32222.0,Software Developer,Flask
9449,Brazil,19022.0,Software Developer,Angular
9452,Germany,107406.0,Research & Education,No webframe reported
9453,USA,150000.0,Software Developer,No webframe reported
9454,USA,136000.0,Data & AI,Flask
9455,USA,105000.0,Software Developer,ASP.NET
9455,USA,105000.0,Software Developer,Drupal
9455,USA,105000.0,Software Developer,Htmx
9455,USA,105000.0,Software Developer,Node.js
9455,USA,105000.0,Software Developer,React
9455,USA,105000.0,Software Developer,Symfony
9455,USA,105000.0,Software Developer,WordPress
9456,Greece,60147.0,Software Developer,No webframe reported
9457,Colombia,782.0,Software Developer,Angular
9457,Colombia,782.0,Software Developer,Spring Boot
9458,Uk,89172.0,Software Developer,No webframe reported
9459,Canada,114128.0,Infrastructure & DevOps,Next.js
9459,Canada,114128.0,Infrastructure & DevOps,Node.js
9459,Canada,114128.0,Infrastructure & DevOps,React
9459,Canada,114128.0,Infrastructure & DevOps,Spring Boot
9460,Colombia,66616.0,Management,Angular
9460,Colombia,66616.0,Management,ASP.NET
9460,Colombia,66616.0,Management,ASP.NET CORE
9460,Colombia,66616.0,Management,jQuery
9460,Colombia,66616.0,Management,Node.js
9460,Colombia,66616.0,Management,React
9460,Colombia,66616.0,Management,Spring Boot
9460,Colombia,66616.0,Management,Vue.js
9461,Germany,6444.0,Research & Education,Django
9461,Germany,6444.0,Research & Education,jQuery
9464,USA,127000.0,Software Developer,Express
9464,USA,127000.0,Software Developer,Next.js
9464,USA,127000.0,Software Developer,Node.js
9464,USA,127000.0,Software Developer,React
9464,USA,127000.0,Software Developer,Spring Boot
9465,Germany,102036.0,Other,Flask
9465,Germany,102036.0,Other,Spring Boot
9465,Germany,102036.0,Other,Vue.js
9466,USA,200000.0,Software Developer,Angular
9466,USA,200000.0,Software Developer,AngularJS
9466,USA,200000.0,Software Developer,ASP.NET
9466,USA,200000.0,Software Developer,ASP.NET CORE
9466,USA,200000.0,Software Developer,jQuery
9466,USA,200000.0,Software Developer,Node.js
9467,Indonesia,91997.0,Software Developer,AngularJS
9467,Indonesia,91997.0,Software Developer,ASP.NET
9467,Indonesia,91997.0,Software Developer,jQuery
9467,Indonesia,91997.0,Software Developer,WordPress
9468,Morocco,9648.0,Software Developer,CodeIgniter
9468,Morocco,9648.0,Software Developer,jQuery
9468,Morocco,9648.0,Software Developer,Laravel
9468,Morocco,9648.0,Software Developer,Node.js
9468,Morocco,9648.0,Software Developer,React
9468,Morocco,9648.0,Software Developer,Spring Boot
9468,Morocco,9648.0,Software Developer,Vue.js
9471,Egypt,2524.0,Software Developer,Next.js
9471,Egypt,2524.0,Software Developer,Node.js
9471,Egypt,2524.0,Software Developer,Ruby on Rails
9472,USA,83000.0,Research & Education,No webframe reported
9473,Croatia,53703.0,Research & Education,No webframe reported
9474,Spain,32222.0,Software Developer,No webframe reported
9475,Dominican Republic,21886.0,Software Developer,Angular
9475,Dominican Republic,21886.0,Software Developer,AngularJS
9475,Dominican Republic,21886.0,Software Developer,Express
9475,Dominican Republic,21886.0,Software Developer,FastAPI
9475,Dominican Republic,21886.0,Software Developer,Flask
9475,Dominican Republic,21886.0,Software Developer,Next.js
9475,Dominican Republic,21886.0,Software Developer,Node.js
9475,Dominican Republic,21886.0,Software Developer,React
9476,Russia,73950.0,Software Developer,ASP.NET CORE
9476,Russia,73950.0,Software Developer,Blazor
9477,Netherlands,107406.0,Software Developer,Angular
9477,Netherlands,107406.0,Software Developer,Node.js
9477,Netherlands,107406.0,Software Developer,Spring Boot
9480,Poland,160000.0,Infrastructure & DevOps,FastAPI
9481,Portugal,74110.0,Software Developer,Spring Boot
9482,USA,143000.0,Management,Angular
9482,USA,143000.0,Management,ASP.NET CORE
9482,USA,143000.0,Management,Node.js
9483,Sweden,74400.0,Software Developer,No webframe reported
9486,Italy,32222.0,Software Developer,Express
9486,Italy,32222.0,Software Developer,Node.js
9486,Italy,32222.0,Software Developer,React
9487,USA,199642.0,Software Developer,CodeIgniter
9489,Spain,39740.0,Software Developer,Angular
9489,Spain,39740.0,Software Developer,ASP.NET
9489,Spain,39740.0,Software Developer,ASP.NET CORE
9489,Spain,39740.0,Software Developer,Htmx
9489,Spain,39740.0,Software Developer,jQuery
9491,Iran,71280.0,Software Developer,No webframe reported
9493,USA,125000.0,Software Developer,Express
9493,USA,125000.0,Software Developer,Node.js
9493,USA,125000.0,Software Developer,React
9495,Romania,103571.0,Software Developer,Spring Boot
9496,Spain,75184.0,Infrastructure & DevOps,Htmx
9496,Spain,75184.0,Infrastructure & DevOps,React
9498,Poland,64444.0,Software Developer,Angular
9498,Poland,64444.0,Software Developer,jQuery
9498,Poland,64444.0,Software Developer,Node.js
9498,Poland,64444.0,Software Developer,React
9501,USA,120000.0,Software Developer,Angular
9501,USA,120000.0,Software Developer,ASP.NET CORE
9502,Nigeria,1196.0,Management,Express
9502,Nigeria,1196.0,Management,Next.js
9502,Nigeria,1196.0,Management,Node.js
9502,Nigeria,1196.0,Management,React
9505,USA,120000.0,Software Developer,Angular
9505,USA,120000.0,Software Developer,Deno
9505,USA,120000.0,Software Developer,jQuery
9505,USA,120000.0,Software Developer,Node.js
9506,Uk,76433.0,Software Developer,jQuery
9506,Uk,76433.0,Software Developer,React
9507,Philippines,51065.0,Infrastructure & DevOps,No webframe reported
9508,Canada,18000.0,Software Developer,Angular
9508,Canada,18000.0,Software Developer,AngularJS
9508,Canada,18000.0,Software Developer,ASP.NET
9508,Canada,18000.0,Software Developer,Express
9508,Canada,18000.0,Software Developer,jQuery
9508,Canada,18000.0,Software Developer,React
9508,Canada,18000.0,Software Developer,Ruby on Rails
9508,Canada,18000.0,Software Developer,Spring Boot
9508,Canada,18000.0,Software Developer,WordPress
9509,Netherlands,107406.0,Software Developer,Spring Boot
9509,Netherlands,107406.0,Software Developer,Vue.js
9509,Netherlands,107406.0,Software Developer,WordPress
9513,Slovenia,32222.0,Software Developer,Astro
9513,Slovenia,32222.0,Software Developer,Next.js
9513,Slovenia,32222.0,Software Developer,Node.js
9513,Slovenia,32222.0,Software Developer,React
9514,Ukraine,11848.0,Software Developer,No webframe reported
9515,Uganda,25777.0,Software Developer,Express
9515,Uganda,25777.0,Software Developer,Flask
9515,Uganda,25777.0,Software Developer,NestJS
9515,Uganda,25777.0,Software Developer,Node.js
9515,Uganda,25777.0,Software Developer,Nuxt.js
9515,Uganda,25777.0,Software Developer,React
9515,Uganda,25777.0,Software Developer,Vue.js
9515,Uganda,25777.0,Software Developer,WordPress
9517,Germany,66615.0,Software Developer,jQuery
9517,Germany,66615.0,Software Developer,Node.js
9520,Poland,1782.0,Research & Education,Flask
9520,Poland,1782.0,Research & Education,Next.js
9520,Poland,1782.0,Research & Education,Node.js
9520,Poland,1782.0,Research & Education,React
9520,Poland,1782.0,Research & Education,Vue.js
9521,Germany,80555.0,Software Developer,Angular
9521,Germany,80555.0,Software Developer,AngularJS
9521,Germany,80555.0,Software Developer,NestJS
9521,Germany,80555.0,Software Developer,Next.js
9521,Germany,80555.0,Software Developer,Node.js
9521,Germany,80555.0,Software Developer,React
9521,Germany,80555.0,Software Developer,Strapi
9522,USA,57000.0,Software Developer,Angular
9522,USA,57000.0,Software Developer,Django
9522,USA,57000.0,Software Developer,Express
9522,USA,57000.0,Software Developer,Node.js
9522,USA,57000.0,Software Developer,React
9524,Brazil,24243.0,Software Developer,Next.js
9524,Brazil,24243.0,Software Developer,Node.js
9524,Brazil,24243.0,Software Developer,React
9527,Ukraine,10800.0,Software Developer,ASP.NET
9527,Ukraine,10800.0,Software Developer,ASP.NET CORE
9527,Ukraine,10800.0,Software Developer,NestJS
9527,Ukraine,10800.0,Software Developer,Next.js
9527,Ukraine,10800.0,Software Developer,Node.js
9527,Ukraine,10800.0,Software Developer,React
9530,Ukraine,12000.0,Software Developer,ASP.NET
9530,Ukraine,12000.0,Software Developer,Express
9530,Ukraine,12000.0,Software Developer,jQuery
9530,Ukraine,12000.0,Software Developer,Laravel
9530,Ukraine,12000.0,Software Developer,NestJS
9530,Ukraine,12000.0,Software Developer,Next.js
9530,Ukraine,12000.0,Software Developer,Node.js
9530,Ukraine,12000.0,Software Developer,React
9530,Ukraine,12000.0,Software Developer,Spring Boot
9530,Ukraine,12000.0,Software Developer,Vue.js
9531,Uk,45860.0,Research & Education,No webframe reported
9532,Uzbekistan,12000.0,Software Developer,Ruby on Rails
9533,Poland,65578.0,Software Developer,jQuery
9533,Poland,65578.0,Software Developer,Laravel
9533,Poland,65578.0,Software Developer,Symfony
9533,Poland,65578.0,Software Developer,Vue.js
9534,Poland,44544.0,Software Developer,Symfony
9537,USA,95000.0,Data & AI,No webframe reported
9538,Uk,45860.0,Software Developer,jQuery
9538,Uk,45860.0,Software Developer,Node.js
9538,Uk,45860.0,Software Developer,Spring Boot
9539,Indonesia,4048.0,Software Developer,Express
9539,Indonesia,4048.0,Software Developer,Laravel
9540,Denmark,103681.0,Software Developer,Angular
9540,Denmark,103681.0,Software Developer,React
9541,Republic of Korea,65279.0,Software Developer,Angular
9541,Republic of Korea,65279.0,Software Developer,Django
9541,Republic of Korea,65279.0,Software Developer,Express
9541,Republic of Korea,65279.0,Software Developer,FastAPI
9541,Republic of Korea,65279.0,Software Developer,Flask
9541,Republic of Korea,65279.0,Software Developer,NestJS
9541,Republic of Korea,65279.0,Software Developer,Node.js
9541,Republic of Korea,65279.0,Software Developer,Spring Boot
9543,USA,95000.0,Software Developer,ASP.NET CORE
9543,USA,95000.0,Software Developer,React
9544,Germany,11815.0,Software Developer,Express
9544,Germany,11815.0,Software Developer,Next.js
9544,Germany,11815.0,Software Developer,Node.js
9544,Germany,11815.0,Software Developer,React
9544,Germany,11815.0,Software Developer,Solid.js
9544,Germany,11815.0,Software Developer,Svelte
9545,USA,130000.0,Software Developer,ASP.NET
9545,USA,130000.0,Software Developer,ASP.NET CORE
9545,USA,130000.0,Software Developer,Node.js
9545,USA,130000.0,Software Developer,React
9548,France,53703.0,Data & AI,No webframe reported
9549,Spain,35444.0,Software Developer,ASP.NET CORE
9549,Spain,35444.0,Software Developer,React
9549,Spain,35444.0,Software Developer,Ruby on Rails
9551,Greece,139628.0,Software Developer,Angular
9551,Greece,139628.0,Software Developer,Node.js
9551,Greece,139628.0,Software Developer,React
9551,Greece,139628.0,Software Developer,Remix
9551,Greece,139628.0,Software Developer,Spring Boot
9552,Indonesia,4600.0,Software Developer,No webframe reported
9554,India,17945.0,Software Developer,React
9554,India,17945.0,Software Developer,Vue.js
9555,Portugal,37592.0,Software Developer,ASP.NET
9555,Portugal,37592.0,Software Developer,ASP.NET CORE
9555,Portugal,37592.0,Software Developer,Blazor
9555,Portugal,37592.0,Software Developer,jQuery
9555,Portugal,37592.0,Software Developer,Node.js
9555,Portugal,37592.0,Software Developer,React
9558,Germany,102036.0,Management,Angular
9558,Germany,102036.0,Management,AngularJS
9558,Germany,102036.0,Management,Spring Boot
9558,Germany,102036.0,Management,Vue.js
9559,Russia,55000.0,Software Developer,Django
9559,Russia,55000.0,Software Developer,FastAPI
9561,USA,148000.0,Infrastructure & DevOps,Next.js
9561,USA,148000.0,Infrastructure & DevOps,React
9563,USA,117000.0,Software Developer,ASP.NET
9563,USA,117000.0,Software Developer,ASP.NET CORE
9563,USA,117000.0,Software Developer,React
9564,Canada,79962.0,Software Developer,Angular
9564,Canada,79962.0,Software Developer,AngularJS
9564,Canada,79962.0,Software Developer,ASP.NET
9564,Canada,79962.0,Software Developer,ASP.NET CORE
9564,Canada,79962.0,Software Developer,Express
9564,Canada,79962.0,Software Developer,Gatsby
9564,Canada,79962.0,Software Developer,jQuery
9564,Canada,79962.0,Software Developer,Laravel
9564,Canada,79962.0,Software Developer,Next.js
9564,Canada,79962.0,Software Developer,Node.js
9564,Canada,79962.0,Software Developer,React
9564,Canada,79962.0,Software Developer,Vue.js
9565,USA,209000.0,Software Developer,Next.js
9565,USA,209000.0,Software Developer,React
9566,Philippines,47660.0,Software Developer,Angular
9566,Philippines,47660.0,Software Developer,AngularJS
9566,Philippines,47660.0,Software Developer,ASP.NET
9566,Philippines,47660.0,Software Developer,ASP.NET CORE
9566,Philippines,47660.0,Software Developer,jQuery
9566,Philippines,47660.0,Software Developer,Laravel
9566,Philippines,47660.0,Software Developer,Nuxt.js
9566,Philippines,47660.0,Software Developer,React
9566,Philippines,47660.0,Software Developer,Vue.js
9567,Australia,85886.0,Software Developer,Angular
9567,Australia,85886.0,Software Developer,Django
9567,Australia,85886.0,Software Developer,NestJS
9567,Australia,85886.0,Software Developer,Node.js
9567,Australia,85886.0,Software Developer,React
9568,Australia,79279.0,Software Developer,ASP.NET
9568,Australia,79279.0,Software Developer,ASP.NET CORE
9568,Australia,79279.0,Software Developer,Blazor
9568,Australia,79279.0,Software Developer,jQuery
9569,Romania,43155.0,Software Developer,No webframe reported
9570,Latvia,47535.0,Software Developer,Spring Boot
9571,Italy,59073.0,Management,ASP.NET
9571,Italy,59073.0,Management,Express
9571,Italy,59073.0,Management,Vue.js
9572,USA,130000.0,Software Developer,Express
9572,USA,130000.0,Software Developer,Next.js
9572,USA,130000.0,Software Developer,Node.js
9572,USA,130000.0,Software Developer,React
9574,Morocco,18492.0,Software Developer,jQuery
9574,Morocco,18492.0,Software Developer,Laravel
9574,Morocco,18492.0,Software Developer,React
9574,Morocco,18492.0,Software Developer,Spring Boot
9577,France,80555.0,Software Developer,No webframe reported
9579,Argentina,12000.0,Software Developer,AngularJS
9579,Argentina,12000.0,Software Developer,Express
9579,Argentina,12000.0,Software Developer,Next.js
9579,Argentina,12000.0,Software Developer,Node.js
9579,Argentina,12000.0,Software Developer,React
9579,Argentina,12000.0,Software Developer,Strapi
9579,Argentina,12000.0,Software Developer,WordPress
9580,USA,180000.0,Software Developer,Django
9580,USA,180000.0,Software Developer,jQuery
9581,Pakistan,47677.0,Software Developer,ASP.NET
9581,Pakistan,47677.0,Software Developer,Express
9581,Pakistan,47677.0,Software Developer,Fastify
9581,Pakistan,47677.0,Software Developer,Next.js
9581,Pakistan,47677.0,Software Developer,Node.js
9584,Australia,101940.0,Security & Blockchain,No webframe reported
9585,Republic of North Macedonia,90736.0,Software Developer,Svelte
9587,USA,90000.0,Software Developer,Node.js
9587,USA,90000.0,Software Developer,React
9587,USA,90000.0,Software Developer,Ruby on Rails
9587,USA,90000.0,Software Developer,Spring Boot
9589,Germany,53703.0,Software Developer,Angular
9589,Germany,53703.0,Software Developer,ASP.NET CORE
9591,Australia,184985.0,Data & AI,No webframe reported
9592,USA,140000.0,Software Developer,Angular
9592,USA,140000.0,Software Developer,Deno
9592,USA,140000.0,Software Developer,Next.js
9592,USA,140000.0,Software Developer,React
9594,Australia,132132.0,Software Developer,Node.js
9594,Australia,132132.0,Software Developer,React
9597,Australia,92492.0,Software Developer,Django
9597,Australia,92492.0,Software Developer,Flask
9597,Australia,92492.0,Software Developer,Htmx
9597,Australia,92492.0,Software Developer,React
9598,Australia,198198.0,Software Developer,No webframe reported
9599,Pakistan,14356.0,Software Developer,Angular
9599,Pakistan,14356.0,Software Developer,AngularJS
9599,Pakistan,14356.0,Software Developer,Express
9599,Pakistan,14356.0,Software Developer,NestJS
9599,Pakistan,14356.0,Software Developer,Next.js
9599,Pakistan,14356.0,Software Developer,Node.js
9599,Pakistan,14356.0,Software Developer,React
9599,Pakistan,14356.0,Software Developer,Spring Boot
9603,Norway,102950.0,Software Developer,FastAPI
9603,Norway,102950.0,Software Developer,jQuery
9603,Norway,102950.0,Software Developer,Node.js
9604,USA,75000.0,Software Developer,No webframe reported
9605,Australia,92492.0,Software Developer,Angular
9605,Australia,92492.0,Software Developer,AngularJS
9605,Australia,92492.0,Software Developer,ASP.NET
9605,Australia,92492.0,Software Developer,ASP.NET CORE
9605,Australia,92492.0,Software Developer,Blazor
9605,Australia,92492.0,Software Developer,jQuery
9606,Australia,99099.0,Software Developer,Astro
9606,Australia,99099.0,Software Developer,Svelte
9607,USA,220000.0,Software Developer,No webframe reported
9608,USA,185000.0,Software Developer,React
9608,USA,185000.0,Software Developer,Ruby on Rails
9611,Argentina,65000.0,Software Developer,Astro
9611,Argentina,65000.0,Software Developer,Express
9611,Argentina,65000.0,Software Developer,NestJS
9611,Argentina,65000.0,Software Developer,Next.js
9611,Argentina,65000.0,Software Developer,Node.js
9611,Argentina,65000.0,Software Developer,React
9612,USA,153000.0,Software Developer,Django
9612,USA,153000.0,Software Developer,FastAPI
9612,USA,153000.0,Software Developer,React
9613,Australia,79279.0,Software Developer,Phoenix
9613,Australia,79279.0,Software Developer,React
9613,Australia,79279.0,Software Developer,Remix
9613,Australia,79279.0,Software Developer,Ruby on Rails
9613,Australia,79279.0,Software Developer,Vue.js
9615,Canada,47250.0,Software Developer,Drupal
9615,Canada,47250.0,Software Developer,Htmx
9615,Canada,47250.0,Software Developer,NestJS
9615,Canada,47250.0,Software Developer,Next.js
9615,Canada,47250.0,Software Developer,Node.js
9615,Canada,47250.0,Software Developer,React
9618,USA,130000.0,Software Developer,Node.js
9618,USA,130000.0,Software Developer,React
9619,USA,110000.0,Data & AI,No webframe reported
9620,USA,75000.0,Software Developer,ASP.NET
9620,USA,75000.0,Software Developer,Blazor
9621,Canada,181732.0,Software Developer,WordPress
9622,USA,160000.0,Software Developer,ASP.NET CORE
9624,USA,75000.0,Design & Hardware,Express
9624,USA,75000.0,Design & Hardware,jQuery
9624,USA,75000.0,Design & Hardware,React
9624,USA,75000.0,Design & Hardware,WordPress
9626,Mexico,129381.0,Security & Blockchain,Next.js
9626,Mexico,129381.0,Security & Blockchain,React
9630,Canada,66877.0,Software Developer,FastAPI
9630,Canada,66877.0,Software Developer,Next.js
9632,Australia,105706.0,Software Developer,Angular
9632,Australia,105706.0,Software Developer,NestJS
9632,Australia,105706.0,Software Developer,Next.js
9632,Australia,105706.0,Software Developer,Node.js
9632,Australia,105706.0,Software Developer,Nuxt.js
9632,Australia,105706.0,Software Developer,React
9632,Australia,105706.0,Software Developer,Vue.js
9633,USA,15000.0,Other,Django
9636,Mexico,6469.0,Software Developer,Express
9636,Mexico,6469.0,Software Developer,Node.js
9636,Mexico,6469.0,Software Developer,React
9640,USA,140000.0,Software Developer,No webframe reported
9642,New Zealand,153641.0,Security & Blockchain,Flask
9642,New Zealand,153641.0,Security & Blockchain,Next.js
9642,New Zealand,153641.0,Security & Blockchain,Node.js
9642,New Zealand,153641.0,Security & Blockchain,React
9644,USA,150000.0,Software Developer,jQuery
9644,USA,150000.0,Software Developer,Node.js
9644,USA,150000.0,Software Developer,WordPress
9645,China,20696.0,Software Developer,Next.js
9645,China,20696.0,Software Developer,Node.js
9645,China,20696.0,Software Developer,React
9645,China,20696.0,Software Developer,Vue.js
9646,India,3230.0,Software Developer,Angular
9646,India,3230.0,Software Developer,Django
9646,India,3230.0,Software Developer,Next.js
9646,India,3230.0,Software Developer,Node.js
9646,India,3230.0,Software Developer,React
9649,Dominican Republic,100000.0,Software Developer,Angular
9649,Dominican Republic,100000.0,Software Developer,AngularJS
9649,Dominican Republic,100000.0,Software Developer,ASP.NET
9649,Dominican Republic,100000.0,Software Developer,ASP.NET CORE
9649,Dominican Republic,100000.0,Software Developer,Blazor
9649,Dominican Republic,100000.0,Software Developer,Deno
9649,Dominican Republic,100000.0,Software Developer,Django
9649,Dominican Republic,100000.0,Software Developer,Express
9649,Dominican Republic,100000.0,Software Developer,FastAPI
9649,Dominican Republic,100000.0,Software Developer,Fastify
9649,Dominican Republic,100000.0,Software Developer,Flask
9649,Dominican Republic,100000.0,Software Developer,Gatsby
9649,Dominican Republic,100000.0,Software Developer,jQuery
9649,Dominican Republic,100000.0,Software Developer,NestJS
9649,Dominican Republic,100000.0,Software Developer,Node.js
9649,Dominican Republic,100000.0,Software Developer,React
9649,Dominican Republic,100000.0,Software Developer,Strapi
9649,Dominican Republic,100000.0,Software Developer,Svelte
9649,Dominican Republic,100000.0,Software Developer,Vue.js
9649,Dominican Republic,100000.0,Software Developer,WordPress
9649,Dominican Republic,100000.0,Software Developer,Yii 2
9652,Canada,43616.0,Software Developer,ASP.NET
9652,Canada,43616.0,Software Developer,ASP.NET CORE
9652,Canada,43616.0,Software Developer,jQuery
9654,USA,175000.0,Management,ASP.NET CORE
9654,USA,175000.0,Management,Vue.js
9655,Canada,7269.0,Research & Education,Django
9655,Canada,7269.0,Research & Education,Flask
9657,Canada,65424.0,Software Developer,ASP.NET
9657,Canada,65424.0,Software Developer,ASP.NET CORE
9657,Canada,65424.0,Software Developer,Node.js
9666,USA,56000.0,Software Developer,jQuery
9666,USA,56000.0,Software Developer,WordPress
9669,USA,175000.0,Software Developer,No webframe reported
9670,Australia,79279.0,Software Developer,ASP.NET
9670,Australia,79279.0,Software Developer,ASP.NET CORE
9670,Australia,79279.0,Software Developer,Blazor
9670,Australia,79279.0,Software Developer,jQuery
9671,USA,145000.0,Software Developer,ASP.NET CORE
9671,USA,145000.0,Software Developer,Django
9673,Brazil,22378.0,Software Developer,React
9674,Canada,163559.0,Software Developer,No webframe reported
9676,USA,180000.0,Software Developer,Nuxt.js
9676,USA,180000.0,Software Developer,Ruby on Rails
9676,USA,180000.0,Software Developer,Vue.js
9678,USA,135000.0,Software Developer,Express
9678,USA,135000.0,Software Developer,Next.js
9678,USA,135000.0,Software Developer,Node.js
9678,USA,135000.0,Software Developer,React
9679,Australia,165165.0,Software Developer,Express
9679,Australia,165165.0,Software Developer,Node.js
9679,Australia,165165.0,Software Developer,Nuxt.js
9684,Australia,145345.0,Software Developer,Node.js
9684,Australia,145345.0,Software Developer,React
9684,Australia,145345.0,Software Developer,Spring Boot
9686,Brazil,18649.0,Software Developer,Angular
9686,Brazil,18649.0,Software Developer,AngularJS
9686,Brazil,18649.0,Software Developer,Express
9686,Brazil,18649.0,Software Developer,jQuery
9686,Brazil,18649.0,Software Developer,Laravel
9686,Brazil,18649.0,Software Developer,NestJS
9686,Brazil,18649.0,Software Developer,Next.js
9686,Brazil,18649.0,Software Developer,Node.js
9686,Brazil,18649.0,Software Developer,React
9686,Brazil,18649.0,Software Developer,Remix
9686,Brazil,18649.0,Software Developer,Symfony
9686,Brazil,18649.0,Software Developer,Vue.js
9688,Australia,136096.0,Management,React
9689,India,59817.0,Management,ASP.NET
9689,India,59817.0,Management,ASP.NET CORE
9689,India,59817.0,Management,Express
9689,India,59817.0,Management,jQuery
9689,India,59817.0,Management,Next.js
9689,India,59817.0,Management,Node.js
9689,India,59817.0,Management,React
9690,Argentina,70000.0,Software Developer,Express
9690,Argentina,70000.0,Software Developer,Next.js
9690,Argentina,70000.0,Software Developer,Node.js
9690,Argentina,70000.0,Software Developer,React
9690,Argentina,70000.0,Software Developer,Ruby on Rails
9692,Canada,109039.0,Software Developer,Vue.js
9693,USA,107271.0,Software Developer,ASP.NET
9693,USA,107271.0,Software Developer,jQuery
9699,USA,190000.0,Software Developer,React
9699,USA,190000.0,Software Developer,Spring Boot
9699,USA,190000.0,Software Developer,WordPress
9705,USA,172000.0,Software Developer,No webframe reported
9709,USA,175000.0,Software Developer,jQuery
9709,USA,175000.0,Software Developer,React
9710,USA,75000.0,Software Developer,Flask
9710,USA,75000.0,Software Developer,React
9710,USA,75000.0,Software Developer,Svelte
9714,Philippines,22405.0,Other,ASP.NET
9714,Philippines,22405.0,Other,ASP.NET CORE
9714,Philippines,22405.0,Other,Next.js
9714,Philippines,22405.0,Other,Node.js
9714,Philippines,22405.0,Other,React
9715,USA,112000.0,Infrastructure & DevOps,Angular
9715,USA,112000.0,Infrastructure & DevOps,ASP.NET
9715,USA,112000.0,Infrastructure & DevOps,ASP.NET CORE
9715,USA,112000.0,Infrastructure & DevOps,Laravel
9715,USA,112000.0,Infrastructure & DevOps,Node.js
9716,Japan,15275.0,Software Developer,ASP.NET
9716,Japan,15275.0,Software Developer,ASP.NET CORE
9716,Japan,15275.0,Software Developer,Flask
9716,Japan,15275.0,Software Developer,jQuery
9716,Japan,15275.0,Software Developer,WordPress
9717,Brazil,65271.0,Software Developer,Node.js
9717,Brazil,65271.0,Software Developer,React
9721,Mexico,21564.0,Other,No webframe reported
9722,Philippines,5719.0,Software Developer,FastAPI
9722,Philippines,5719.0,Software Developer,Next.js
