ResponseId,Age,Country_Normalized,EdLevel_Normalized,devtype_grouped,YearsCodePro_Normalized,ConvertedCompYearly,RemoteWork
13178,18-24 years old,Ukraine,Bachelor degree,Software Developer,2.0,17772.0,Remote
13179,35-44 years old,France,Master degree,Software Developer,5.0,61222.0,Hybrid
13183,18-24 years old,Germany,high-school,Software Developer,4.0,12889.0,Hybrid
13184,25-34 years old,Iran,Master degree,Software Developer,9.0,1188.0,Hybrid
13185,25-34 years old,France,Some college,Software Developer,4.0,64444.0,Hybrid
13186,25-34 years old,Netherlands,Master degree,Software Developer,10.0,88073.0,Hybrid
13187,18-24 years old,Brazil,Some college,Research & Education,0.0,2797.0,Hybrid
13191,25-34 years old,Germany,Master degree,Management,9.0,98814.0,Hybrid
13192,18-24 years old,Canada,Some college,Other,0.0,39981.0,In-person
13193,45-54 years old,USA,Professional degree,Data & AI,17.0,170000.0,Remote
13194,35-44 years old,Ukraine,Primary-school,Software Developer,2.0,11063.0,Remote
13195,35-44 years old,Ukraine,Master degree,Data & AI,10.0,49368.0,Hybrid
13197,35-44 years old,Serbia,Master degree,Software Developer,14.0,79273.0,Hybrid
13199,25-34 years old,USA,Some college,Infrastructure & DevOps,3.0,48000.0,In-person
13200,18-24 years old,Uk,Bachelor degree,Software Developer,0.0,44374.0,Hybrid
13201,18-24 years old,USA,Bachelor degree,Software Developer,1.0,145000.0,Hybrid
13204,55-64 years old,USA,Bachelor degree,Other,30.0,78000.0,Hybrid
13205,25-34 years old,Germany,Bachelor degree,Software Developer,5.0,61222.0,In-person
13207,35-44 years old,Croatia,Master degree,Management,8.0,64444.0,Remote
13208,25-34 years old,Canada,Bachelor degree,Software Developer,3.0,50885.0,Remote
13209,25-34 years old,Ghana,Bachelor degree,Software Developer,3.0,4800.0,Hybrid
13210,35-44 years old,Germany,Bachelor degree,Software Developer,14.0,104184.0,Remote
13212,25-34 years old,Ukraine,Professional degree,Research & Education,8.0,139628.0,Hybrid
13214,Under 18 years old,India,high-school,Software Developer,2.0,39479.0,Hybrid
13219,25-34 years old,USA,Master degree,Data & AI,7.0,210000.0,Remote
13222,25-34 years old,Ukraine,Master degree,Software Developer,0.0,12894.0,Remote
13224,35-44 years old,Georgia,Bachelor degree,Infrastructure & DevOps,5.0,85000.0,Remote
13225,25-34 years old,USA,Bachelor degree,Software Developer,2.0,60000.0,Hybrid
13226,35-44 years old,USA,Bachelor degree,Software Developer,8.0,116000.0,Remote
13227,45-54 years old,USA,Master degree,Software Developer,12.0,132000.0,Hybrid
13231,18-24 years old,Norway,Bachelor degree,Software Developer,3.0,32757.0,Hybrid
13235,25-34 years old,Ukraine,Bachelor degree,Software Developer,9.0,1481.0,Hybrid
13236,35-44 years old,Israel,Bachelor degree,Software Developer,9.0,134921.0,Remote
13239,18-24 years old,USA,Some college,Research & Education,1.0,58000.0,In-person
13242,18-24 years old,Brazil,Bachelor degree,Infrastructure & DevOps,3.0,14546.0,Remote
13243,45-54 years old,USA,Professional degree,Management,15.0,195000.0,Remote
13248,18-24 years old,Nigeria,Bachelor degree,Software Developer,4.0,3508.0,Remote
13249,18-24 years old,Ukraine,Master degree,Software Developer,3.0,741.0,Remote
13250,25-34 years old,Poland,Some college,Software Developer,3.0,12769.0,Remote
13251,25-34 years old,Italy,Bachelor degree,Data & AI,1.0,27926.0,Hybrid
13252,25-34 years old,USA,Master degree,Software Developer,6.0,103000.0,Hybrid
13253,45-54 years old,Uruguay,Bachelor degree,Software Developer,25.0,110000.0,Remote
13254,25-34 years old,USA,Bachelor degree,Design & Hardware,7.0,200000.0,In-person
13257,35-44 years old,USA,Master degree,Data & AI,6.0,155000.0,Remote
13259,25-34 years old,Turkey,Some college,Software Developer,3.0,14839.0,Remote
13262,25-34 years old,USA,Bachelor degree,Software Developer,5.0,115000.0,Hybrid
13263,35-44 years old,Uk,Master degree,Software Developer,4.0,95541.0,Remote
13265,25-34 years old,Brazil,Some college,Software Developer,8.0,6714.0,In-person
13266,35-44 years old,USA,Master degree,Software Developer,10.0,120000.0,In-person
13269,35-44 years old,Germany,high-school,Software Developer,12.0,123517.0,In-person
13270,25-34 years old,India,Bachelor degree,Design & Hardware,5.0,60000.0,Remote
13272,35-44 years old,Brazil,Some college,Software Developer,22.0,15851.0,Hybrid
13273,25-34 years old,Sweden,Bachelor degree,Software Developer,4.0,66769.0,In-person
13281,25-34 years old,USA,Some college,Software Developer,5.0,133000.0,Remote
13282,25-34 years old,Switzerland,Bachelor degree,Other,6.0,111417.0,Hybrid
13283,25-34 years old,Uk,Professional degree,Software Developer,3.0,52229.0,Hybrid
13284,35-44 years old,Ukraine,Master degree,Infrastructure & DevOps,15.0,66647.0,Remote
13286,25-34 years old,USA,Bachelor degree,Other,10.0,200800.0,Remote
13293,25-34 years old,Peru,high-school,Software Developer,10.0,112290.0,Remote
13294,35-44 years old,USA,Professional degree,Other,18.0,200000.0,Remote
13295,25-34 years old,Colombia,high-school,Software Developer,3.0,13020.0,Remote
13297,25-34 years old,USA,Master degree,Data & AI,4.0,155000.0,Remote
13299,18-24 years old,USA,Bachelor degree,Software Developer,3.0,95000.0,In-person
13301,45-54 years old,Switzerland,Bachelor degree,Software Developer,10.0,122559.0,Hybrid
13303,35-44 years old,Romania,Master degree,Data & AI,5.0,107406.0,Remote
13304,35-44 years old,Uruguay,Bachelor degree,Software Developer,17.0,180000.0,Remote
13310,35-44 years old,Hungary,high-school,Software Developer,3.0,26088.0,Remote
13315,25-34 years old,Germany,Master degree,Infrastructure & DevOps,5.0,61222.0,Hybrid
13317,35-44 years old,Canada,Master degree,Software Developer,15.0,199905.0,Remote
13318,25-34 years old,Norway,Professional degree,Data & AI,8.0,8423.0,In-person
13320,35-44 years old,Germany,Professional degree,Software Developer,11.0,85925.0,Hybrid
13325,25-34 years old,USA,Bachelor degree,Management,12.0,200000.0,Remote
13326,35-44 years old,Poland,Master degree,Software Developer,8.0,83148.0,Hybrid
13328,35-44 years old,Canada,Master degree,Software Developer,12.0,83597.0,Remote
13329,25-34 years old,USA,Bachelor degree,Software Developer,6.0,117500.0,Hybrid
13331,25-34 years old,Austria,Master degree,Software Developer,9.0,33081.0,Hybrid
13333,25-34 years old,USA,Bachelor degree,Software Developer,7.0,110000.0,Remote
13334,25-34 years old,India,Bachelor degree,Software Developer,4.0,23927.0,Hybrid
13335,35-44 years old,Uk,Professional degree,Research & Education,11.0,44586.0,Hybrid
13339,25-34 years old,USA,Bachelor degree,Software Developer,5.0,170000.0,Remote
13340,18-24 years old,USA,Bachelor degree,Software Developer,2.0,63000.0,In-person
13341,18-24 years old,USA,Bachelor degree,Software Developer,2.0,92000.0,Hybrid
13342,35-44 years old,Canada,Professional degree,Management,13.0,126486.0,In-person
13344,25-34 years old,Poland,high-school,Software Developer,6.0,61866.0,Remote
13345,25-34 years old,Canada,Bachelor degree,Software Developer,10.0,87231.0,In-person
13347,45-54 years old,USA,Master degree,Research & Education,24.0,100000.0,Remote
13352,55-64 years old,USA,Master degree,Software Developer,37.0,180000.0,Remote
13354,Under 18 years old,India,Primary-school,Other,4.0,11963.0,Remote
13355,18-24 years old,Austria,high-school,Software Developer,0.0,12585.0,Hybrid
13356,25-34 years old,USA,Bachelor degree,Software Developer,3.0,80000.0,Hybrid
13358,35-44 years old,USA,Bachelor degree,Software Developer,4.0,80000.0,Remote
13359,45-54 years old,Germany,Professional degree,Software Developer,20.0,57999.0,Hybrid
13360,35-44 years old,Ukraine,Master degree,Software Developer,12.0,70000.0,Remote
13361,25-34 years old,USA,Master degree,Software Developer,2.0,80000.0,Hybrid
13364,35-44 years old,Germany,Master degree,Software Developer,20.0,139628.0,In-person
13365,35-44 years old,Ukraine,Master degree,Software Developer,1.0,385.0,Remote
13366,25-34 years old,Uk,Bachelor degree,Software Developer,6.0,101910.0,Remote
13368,18-24 years old,Brazil,Bachelor degree,Software Developer,3.0,8951.0,In-person
13370,18-24 years old,USA,Bachelor degree,Software Developer,3.0,93420.0,Remote
13371,25-34 years old,Egypt,Bachelor degree,Software Developer,5.0,4206.0,Remote
13373,25-34 years old,Germany,Bachelor degree,Software Developer,2.0,44681.0,In-person
13376,25-34 years old,Madagascar,Bachelor degree,Software Developer,3.0,6264.0,In-person
13377,35-44 years old,USA,Bachelor degree,Software Developer,20.0,125000.0,Remote
13378,25-34 years old,Slovakia,high-school,Software Developer,12.0,36088.0,In-person
13379,25-34 years old,France,Bachelor degree,Software Developer,5.0,60147.0,Remote
13381,35-44 years old,USA,Bachelor degree,Software Developer,13.0,200000.0,Hybrid
13383,55-64 years old,USA,Master degree,Software Developer,40.0,140000.0,Remote
13386,18-24 years old,Canada,Bachelor degree,Research & Education,2.0,32712.0,Remote
13388,25-34 years old,Italy,Master degree,Software Developer,6.0,34370.0,Hybrid
13391,25-34 years old,Poland,Bachelor degree,Software Developer,1.0,8315.0,In-person
13394,18-24 years old,Germany,Bachelor degree,Software Developer,3.0,128887.0,Remote
13395,25-34 years old,Czech Republic,Master degree,Security & Blockchain,4.0,46910.0,Remote
13396,35-44 years old,Hungary,Master degree,Software Developer,22.0,149465.0,Hybrid
13397,25-34 years old,Spain,Bachelor degree,Software Developer,5.0,37592.0,Hybrid
13399,45-54 years old,USA,Master degree,Software Developer,7.0,200000.0,In-person
13402,18-24 years old,Canada,Some college,Research & Education,2.0,25443.0,In-person
13403,35-44 years old,Estonia,Bachelor degree,Software Developer,21.0,77332.0,Hybrid
13405,18-24 years old,USA,Bachelor degree,Software Developer,1.0,80000.0,Hybrid
13406,25-34 years old,Ukraine,Professional degree,Software Developer,12.0,74052.0,Hybrid
13408,45-54 years old,Netherlands,Bachelor degree,Software Developer,28.0,85925.0,Hybrid
13410,35-44 years old,Brazil,Bachelor degree,Software Developer,15.0,138187.0,In-person
13411,55-64 years old,USA,Bachelor degree,Software Developer,25.0,143000.0,In-person
13413,35-44 years old,Italy,Master degree,Software Developer,19.0,75184.0,Remote
13414,18-24 years old,Spain,Bachelor degree,Software Developer,1.0,26852.0,Remote
13415,35-44 years old,USA,Bachelor degree,Software Developer,18.0,170000.0,Remote
13416,25-34 years old,Canada,Bachelor degree,Software Developer,8.0,58154.0,Remote
13419,45-54 years old,Germany,Master degree,Other,21.0,128887.0,Hybrid
13422,25-34 years old,Germany,Master degree,Software Developer,10.0,85925.0,Hybrid
13427,25-34 years old,Canada,Master degree,Software Developer,7.0,43616.0,Remote
13429,25-34 years old,Sweden,Professional degree,Software Developer,9.0,52652.0,Hybrid
13430,35-44 years old,Germany,Bachelor degree,Infrastructure & DevOps,17.0,98814.0,Hybrid
13432,25-34 years old,Mexico,Bachelor degree,Software Developer,9.0,150000.0,Remote
13434,25-34 years old,Poland,Some college,Software Developer,8.0,29696.0,Remote
13435,25-34 years old,USA,Some college,Other,10.0,200000.0,Hybrid
13436,35-44 years old,USA,Bachelor degree,Software Developer,14.0,220000.0,Remote
13437,35-44 years old,Canada,Master degree,Software Developer,12.0,72693.0,Remote
13439,25-34 years old,USA,Bachelor degree,Software Developer,5.0,152376.0,Hybrid
13446,25-34 years old,USA,Bachelor degree,Software Developer,7.0,110000.0,Remote
13447,18-24 years old,India,Bachelor degree,Software Developer,3.0,21534.0,Hybrid
13448,25-34 years old,France,Master degree,Software Developer,3.0,76258.0,Hybrid
13450,35-44 years old,USA,Bachelor degree,Software Developer,17.0,150000.0,Remote
13452,18-24 years old,Serbia,Master degree,Software Developer,1.0,25359.0,Hybrid
13457,25-34 years old,USA,Bachelor degree,Software Developer,10.0,90000.0,Hybrid
13459,25-34 years old,France,Master degree,Software Developer,7.0,68740.0,Remote
13460,25-34 years old,France,Bachelor degree,Infrastructure & DevOps,12.0,48333.0,Hybrid
13461,25-34 years old,Canada,Bachelor degree,Software Developer,6.0,112674.0,Remote
13465,25-34 years old,Ukraine,Bachelor degree,Software Developer,8.0,72000.0,Remote
13468,45-54 years old,Canada,Bachelor degree,Software Developer,26.0,42162.0,Remote
13469,18-24 years old,Austria,Bachelor degree,Software Developer,4.0,17185.0,Hybrid
13472,25-34 years old,Nepal,Primary-school,Data & AI,1.0,299.0,Hybrid
13474,18-24 years old,USA,high-school,Software Developer,2.0,167000.0,Remote
13478,35-44 years old,Ukraine,Master degree,Software Developer,17.0,100000.0,Remote
13480,25-34 years old,Turkey,Bachelor degree,Research & Education,4.0,16693.0,Hybrid
13483,25-34 years old,USA,Bachelor degree,Software Developer,8.0,220000.0,Remote
13484,35-44 years old,Switzerland,Master degree,Data & AI,14.0,133700.0,Hybrid
13486,35-44 years old,Hungary,Some college,Software Developer,24.0,65221.0,Remote
13487,45-54 years old,USA,Master degree,Software Developer,31.0,140000.0,Remote
13488,35-44 years old,Canada,Master degree,Software Developer,16.0,93047.0,Remote
13489,45-54 years old,USA,Bachelor degree,Software Developer,25.0,50000.0,Remote
13493,25-34 years old,Brazil,Master degree,Software Developer,4.0,27973.0,Remote
13496,25-34 years old,Panama,Bachelor degree,Software Developer,7.0,72000.0,Remote
13498,55-64 years old,Canada,Bachelor degree,Software Developer,20.0,145386.0,Remote
13502,35-44 years old,Austria,high-school,Software Developer,23.0,134258.0,Remote
13505,25-34 years old,USA,Bachelor degree,Software Developer,6.0,88000.0,Hybrid
13506,18-24 years old,France,Bachelor degree,Software Developer,4.0,18259.0,Hybrid
13507,35-44 years old,Ukraine,Bachelor degree,Software Developer,10.0,17.0,Remote
13509,55-64 years old,South Africa,Bachelor degree,Software Developer,26.0,43047.0,Hybrid
13512,25-34 years old,Yemen,Bachelor degree,Software Developer,2.0,5333.0,Remote
13513,25-34 years old,Ukraine,Master degree,Software Developer,6.0,53703.0,Remote
13515,55-64 years old,USA,Some college,Software Developer,27.0,190000.0,Hybrid
13516,25-34 years old,USA,Master degree,Software Developer,3.0,85000.0,Hybrid
13518,55-64 years old,Canada,Bachelor degree,Software Developer,17.0,105405.0,Remote
13519,35-44 years old,Ukraine,Master degree,Software Developer,15.0,88000.0,Hybrid
13520,35-44 years old,Norway,Bachelor degree,Software Developer,18.0,93591.0,Hybrid
13521,25-34 years old,Canada,Master degree,Software Developer,8.0,45797.0,Hybrid
13523,35-44 years old,Uk,Master degree,Software Developer,10.0,70063.0,Hybrid
13525,35-44 years old,Brazil,Bachelor degree,Software Developer,5.0,14770.0,In-person
13527,18-24 years old,Ukraine,Bachelor degree,Software Developer,3.0,1902.0,Remote
13529,35-44 years old,Germany,Bachelor degree,Software Developer,6.0,77332.0,Hybrid
13530,25-34 years old,Nigeria,Bachelor degree,Software Developer,6.0,11960.0,Hybrid
13534,25-34 years old,USA,Bachelor degree,Software Developer,9.0,120000.0,Hybrid
13536,25-34 years old,Chile,Bachelor degree,Software Developer,7.0,24696.0,Remote
13537,18-24 years old,Germany,high-school,Infrastructure & DevOps,8.0,55422.0,In-person
13539,25-34 years old,Canada,Bachelor degree,Software Developer,7.0,151201.0,Remote
13541,25-34 years old,Ukraine,Bachelor degree,Software Developer,1.0,11848.0,Remote
13542,25-34 years old,Nigeria,Bachelor degree,Software Developer,5.0,532.0,Remote
13543,25-34 years old,Uk,Master degree,Data & AI,12.0,127388.0,Hybrid
13549,25-34 years old,India,Bachelor degree,Software Developer,3.0,41872.0,Remote
13550,25-34 years old,USA,Bachelor degree,Software Developer,10.0,15000.0,Hybrid
13551,45-54 years old,Greece,Professional degree,Research & Education,27.0,30074.0,Hybrid
13553,35-44 years old,USA,Master degree,Software Developer,14.0,108000.0,Hybrid
13554,18-24 years old,New Zealand,Bachelor degree,Design & Hardware,5.0,67602.0,Hybrid
13555,25-34 years old,USA,Professional degree,Research & Education,12.0,110000.0,Hybrid
13556,35-44 years old,Chile,Master degree,Software Developer,12.0,64989.0,In-person
13559,25-34 years old,Canada,Professional degree,Research & Education,1.0,50885.0,Remote
13560,45-54 years old,USA,Professional degree,Software Developer,25.0,120000.0,Hybrid
13562,18-24 years old,Austria,Some college,Software Developer,2.0,30074.0,Remote
13563,25-34 years old,Italy,Some college,Software Developer,7.0,37592.0,Remote
13564,25-34 years old,Nigeria,Bachelor degree,Software Developer,4.0,2658.0,Remote
13567,18-24 years old,Bolivia,Some college,Software Developer,1.0,6589.0,In-person
13568,25-34 years old,France,Master degree,Software Developer,10.0,66591.0,Hybrid
13569,35-44 years old,Canada,Master degree,Data & AI,12.0,174463.0,Remote
13571,35-44 years old,Sweden,Master degree,Software Developer,10.0,68677.0,In-person
13572,18-24 years old,India,Bachelor degree,Infrastructure & DevOps,2.0,3589.0,Hybrid
13575,25-34 years old,Brazil,Master degree,Other,8.0,16112.0,Hybrid
13576,35-44 years old,Netherlands,Bachelor degree,Software Developer,12.0,54777.0,Hybrid
13577,35-44 years old,USA,Some college,Software Developer,11.0,102000.0,In-person
13578,45-54 years old,USA,Bachelor degree,Other,30.0,217000.0,Remote
13580,35-44 years old,USA,Bachelor degree,Software Developer,16.0,180000.0,Remote
13581,25-34 years old,Uk,Professional degree,Management,6.0,146496.0,Remote
13582,35-44 years old,Germany,Bachelor degree,Software Developer,6.0,75184.0,Remote
13584,18-24 years old,France,Master degree,Software Developer,2.0,23629.0,Hybrid
13585,65 years or older,USA,Bachelor degree,Software Developer,30.0,190000.0,Remote
13586,25-34 years old,Ecuador,Bachelor degree,Software Developer,4.0,19000.0,Remote
13587,25-34 years old,Mexico,Some college,Software Developer,3.0,16173.0,In-person
13588,18-24 years old,Ukraine,Bachelor degree,Infrastructure & DevOps,1.0,469.0,Remote
13589,25-34 years old,Canada,Some college,Software Developer,3.0,29077.0,In-person
13590,25-34 years old,Czech Republic,Master degree,Data & AI,3.0,28667.0,Hybrid
13593,25-34 years old,Germany,Bachelor degree,Software Developer,10.0,107406.0,Remote
13594,35-44 years old,Canada,Master degree,Software Developer,12.0,101770.0,In-person
13595,25-34 years old,Uk,Bachelor degree,Software Developer,5.0,54522.0,Hybrid
13598,18-24 years old,Germany,high-school,Software Developer,1.0,38666.0,Hybrid
13602,18-24 years old,France,Bachelor degree,Software Developer,0.0,1289.0,In-person
13605,35-44 years old,USA,Bachelor degree,Software Developer,20.0,200000.0,Remote
13607,45-54 years old,Canada,Bachelor degree,Software Developer,24.0,105405.0,Remote
13608,35-44 years old,Netherlands,Bachelor degree,Software Developer,12.0,71425.0,Hybrid
13611,25-34 years old,France,Master degree,Software Developer,7.0,64444.0,Hybrid
13612,25-34 years old,Hungary,Professional degree,Research & Education,7.0,11414.0,In-person
13615,18-24 years old,Germany,high-school,Software Developer,1.0,19548.0,Remote
13617,25-34 years old,USA,Bachelor degree,Infrastructure & DevOps,13.0,111000.0,Remote
13618,25-34 years old,Spain,Some college,Data & AI,6.0,94517.0,Hybrid
13619,25-34 years old,Uk,Bachelor degree,Software Developer,13.0,113375.0,Hybrid
13621,25-34 years old,Uk,Bachelor degree,Software Developer,7.0,30000.0,Remote
13623,35-44 years old,Malaysia,Master degree,Software Developer,8.0,63566.0,Remote
13629,18-24 years old,Spain,Associate degree,Software Developer,2.0,27926.0,Remote
13630,45-54 years old,Spain,Associate degree,Software Developer,9.0,53703.0,Hybrid
13638,35-44 years old,Ukraine,Master degree,Software Developer,15.0,9874.0,Remote
13642,18-24 years old,Portugal,Bachelor degree,Software Developer,0.0,26315.0,Remote
13653,45-54 years old,Mexico,Professional degree,Infrastructure & DevOps,15.0,26954.0,In-person
13654,35-44 years old,USA,Bachelor degree,Software Developer,7.0,180000.0,Remote
13656,45-54 years old,USA,Bachelor degree,Software Developer,6.0,135000.0,Remote
13657,18-24 years old,Mexico,Bachelor degree,Software Developer,0.0,1240.0,Remote
13659,18-24 years old,Brazil,Some college,Software Developer,4.0,13054.0,Hybrid
13660,35-44 years old,Ukraine,Master degree,Software Developer,18.0,987.0,Hybrid
13661,18-24 years old,USA,Bachelor degree,Security & Blockchain,5.0,72000.0,Remote
13662,18-24 years old,Colombia,Some college,Software Developer,1.0,7570.0,In-person
13666,25-34 years old,Poland,high-school,Software Developer,8.0,98986.0,Remote
13667,25-34 years old,Germany,Master degree,Security & Blockchain,7.0,74110.0,Hybrid
13668,25-34 years old,Dominican Republic,Some college,Software Developer,0.0,8081.0,In-person
13669,55-64 years old,USA,Master degree,Data & AI,35.0,85000.0,Hybrid
13670,35-44 years old,USA,Some college,Software Developer,11.0,150000.0,Hybrid
13671,35-44 years old,USA,Bachelor degree,Software Developer,17.0,190000.0,Remote
13673,45-54 years old,Estonia,high-school,Software Developer,30.0,107406.0,Remote
13677,35-44 years old,Hungary,Master degree,Software Developer,18.0,62503.0,Remote
13678,25-34 years old,India,Bachelor degree,Software Developer,7.0,95708.0,Hybrid
13679,35-44 years old,USA,Some college,Software Developer,17.0,160000.0,Remote
13681,35-44 years old,New Zealand,Some college,Software Developer,9.0,86039.0,Hybrid
13685,25-34 years old,USA,Bachelor degree,Software Developer,5.0,92000.0,Hybrid
13687,25-34 years old,Poland,Bachelor degree,Research & Education,11.0,63103.0,Hybrid
13689,25-34 years old,Canada,Professional degree,Research & Education,13.0,116309.0,Hybrid
13692,25-34 years old,USA,Bachelor degree,Software Developer,4.0,125000.0,Remote
13693,25-34 years old,Hungary,Bachelor degree,Infrastructure & DevOps,3.0,25436.0,Hybrid
13696,25-34 years old,Singapore,Bachelor degree,Software Developer,3.0,147831.0,In-person
13698,25-34 years old,USA,Master degree,Software Developer,8.0,100000.0,Remote
13701,25-34 years old,USA,Bachelor degree,Software Developer,5.0,130000.0,In-person
13708,18-24 years old,Brazil,Some college,Software Developer,1.0,4476.0,Hybrid
13709,25-34 years old,Japan,Bachelor degree,Software Developer,6.0,50915.0,Hybrid
13712,25-34 years old,Brazil,Bachelor degree,Data & AI,3.0,12122.0,Hybrid
13717,45-54 years old,Australia,Bachelor degree,Software Developer,30.0,66066.0,Hybrid
13718,25-34 years old,Japan,Bachelor degree,Software Developer,8.0,54097.0,In-person
13721,35-44 years old,Latvia,Associate degree,Software Developer,16.0,64444.0,In-person
13722,25-34 years old,Sri Lanka,Bachelor degree,Research & Education,3.0,19753.0,Hybrid
13723,25-34 years old,USA,Bachelor degree,Software Developer,8.0,210000.0,Remote
13724,25-34 years old,Brazil,Bachelor degree,Management,11.0,39162.0,Remote
13726,25-34 years old,India,Bachelor degree,Software Developer,12.0,17945.0,Remote
13731,35-44 years old,Spain,Master degree,Software Developer,16.0,66592.0,Remote
13735,35-44 years old,Australia,Bachelor degree,Software Developer,17.0,125525.0,Remote
13737,35-44 years old,USA,Bachelor degree,Software Developer,15.0,100000.0,Hybrid
13739,25-34 years old,Australia,Bachelor degree,Software Developer,9.0,125525.0,Remote
13745,55-64 years old,Portugal,Professional degree,Research & Education,0.0,67666.0,Hybrid
13747,25-34 years old,Ukraine,Bachelor degree,Software Developer,9.0,27152.0,Remote
13748,35-44 years old,Canada,Bachelor degree,Software Developer,10.0,90866.0,Remote
13751,55-64 years old,USA,Master degree,Software Developer,30.0,200000.0,In-person
13754,18-24 years old,India,Bachelor degree,Software Developer,1.0,598.0,Remote
13757,25-34 years old,USA,Master degree,Software Developer,2.0,60000.0,In-person
13759,25-34 years old,China,Bachelor degree,Software Developer,2.0,21524.0,In-person
13761,25-34 years old,Brazil,Some college,Software Developer,5.0,14229.0,Remote
13765,45-54 years old,Israel,Bachelor degree,Software Developer,22.0,129524.0,In-person
13767,18-24 years old,Brazil,high-school,Software Developer,4.0,20141.0,Remote
13768,35-44 years old,Russia,Professional degree,Software Developer,16.0,20168.0,In-person
13770,45-54 years old,Canada,Bachelor degree,Management,29.0,105405.0,Remote
13771,18-24 years old,Sri Lanka,Bachelor degree,Software Developer,5.0,11523.0,Remote
13772,18-24 years old,Viet Nam,Bachelor degree,Software Developer,3.0,13757.0,In-person
13775,45-54 years old,USA,Master degree,Software Developer,30.0,130000.0,Hybrid
13776,25-34 years old,Indonesia,Bachelor degree,Software Developer,9.0,8832.0,Remote
13778,35-44 years old,USA,Professional degree,Data & AI,10.0,75000.0,Hybrid
13781,35-44 years old,USA,high-school,Infrastructure & DevOps,3.0,100000.0,In-person
13782,18-24 years old,India,Bachelor degree,Data & AI,3.0,13160.0,In-person
13790,35-44 years old,Dominican Republic,Some college,Management,20.0,32204.0,Remote
13795,25-34 years old,Ukraine,Master degree,Software Developer,10.0,30000.0,In-person
13796,18-24 years old,Mexico,high-school,Software Developer,0.0,5175.0,Remote
13797,35-44 years old,Brazil,Bachelor degree,Other,14.0,74595.0,Hybrid
13804,25-34 years old,India,Bachelor degree,Software Developer,2.0,4307.0,In-person
13805,25-34 years old,France,Master degree,Software Developer,5.0,64444.0,Hybrid
13808,25-34 years old,Spain,high-school,Software Developer,2.0,19333.0,Hybrid
13809,25-34 years old,Poland,Bachelor degree,Software Developer,5.0,54442.0,Remote
13811,35-44 years old,France,Master degree,Infrastructure & DevOps,11.0,66592.0,Hybrid
13813,35-44 years old,Belgium,Master degree,Software Developer,13.0,64444.0,Hybrid
13814,25-34 years old,Nigeria,Bachelor degree,Software Developer,5.0,25000.0,Remote
13816,18-24 years old,Finland,Bachelor degree,Software Developer,2.0,45111.0,In-person
13817,25-34 years old,Iran,Bachelor degree,Software Developer,8.0,142560.0,In-person
13818,25-34 years old,Sweden,Master degree,Software Developer,1.0,45212.0,Hybrid
13820,35-44 years old,Poland,Bachelor degree,Software Developer,10.0,76763.0,Hybrid
13821,25-34 years old,Ukraine,Some college,Software Developer,7.0,64444.0,Remote
13822,35-44 years old,USA,Some college,Software Developer,2.0,71000.0,Hybrid
13823,35-44 years old,Netherlands,Bachelor degree,Infrastructure & DevOps,6.0,56925.0,Remote
13824,25-34 years old,Bangladesh,high-school,Software Developer,2.0,5099.0,In-person
13825,25-34 years old,Indonesia,Bachelor degree,Software Developer,5.0,797.0,Remote
13826,18-24 years old,India,Bachelor degree,Software Developer,1.0,4307.0,Remote
13830,25-34 years old,Japan,Master degree,Software Developer,4.0,36277.0,Hybrid
13832,35-44 years old,Palestine,Bachelor degree,Software Developer,11.0,1079.0,In-person
13834,25-34 years old,Spain,Bachelor degree,Software Developer,8.0,60255.0,Remote
13839,35-44 years old,Brazil,Some college,Software Developer,10.0,22378.0,Hybrid
13840,35-44 years old,Germany,high-school,Software Developer,23.0,123517.0,Remote
13841,45-54 years old,Italy,Bachelor degree,Software Developer,23.0,40814.0,In-person
13842,35-44 years old,Germany,Bachelor degree,Software Developer,10.0,107406.0,Hybrid
13844,25-34 years old,Norway,high-school,Infrastructure & DevOps,13.0,69725.0,Hybrid
13846,25-34 years old,Uk,Bachelor degree,Software Developer,14.0,142674.0,Hybrid
13848,35-44 years old,Thailand,Bachelor degree,Software Developer,11.0,85828.0,Hybrid
13849,35-44 years old,Sweden,Bachelor degree,Software Developer,2.0,41015.0,Hybrid
13852,Under 18 years old,Spain,high-school,Software Developer,1.0,32222.0,Remote
13854,18-24 years old,Spain,Associate degree,Software Developer,0.0,21481.0,Hybrid
13856,65 years or older,Uk,Master degree,Software Developer,42.0,57325.0,Remote
13857,25-34 years old,Switzerland,Some college,Software Developer,5.0,150413.0,Hybrid
13859,18-24 years old,India,Bachelor degree,Software Developer,2.0,5982.0,In-person
13861,25-34 years old,India,Bachelor degree,Other,8.0,31105.0,Remote
13863,25-34 years old,India,Bachelor degree,Software Developer,2.0,159.0,In-person
13864,45-54 years old,France,Master degree,Software Developer,25.0,107406.0,Hybrid
13868,18-24 years old,Italy,Bachelor degree,Software Developer,2.0,29000.0,Hybrid
13873,25-34 years old,Sweden,Master degree,Software Developer,3.0,5246.0,Hybrid
13876,25-34 years old,Poland,Some college,Infrastructure & DevOps,2.0,29696.0,Hybrid
13878,25-34 years old,Netherlands,Master degree,Software Developer,8.0,85925.0,Hybrid
13879,35-44 years old,Norway,Bachelor degree,Software Developer,15.0,89847.0,Hybrid
13881,25-34 years old,United Arab Emirates,Master degree,Software Developer,3.0,68066.0,In-person
